PartitionKey,FileName,Caller_CodeUnit,Caller_CodeUnit_Database,Caller_CodeUnit_Schema,Caller_CodeUnit_Name,Caller_CodeUnit_FullName,Referenced_Element_Type,Referenced_Element_Database,Referenced_Element_Schema,Referenced_Element_Name,Referenced_Element_FullName,Line,Relation_Type
85141c89-454c-4332-ac2a-5a045f33db04,09_views.sql,CREATE VIEW,N/A,analytics,executive_dashboard,analytics.executive_dashboard,CREATE TABLE,N/A,core,account_types,core.account_types,465,SELECT - JOIN
85141c89-454c-4332-ac2a-5a045f33db04,09_views.sql,CREATE VIEW,N/A,analytics,executive_dashboard,analytics.executive_dashboard,CREATE TABLE,N/A,analytics,product_performance,analytics.product_performance,467,SELECT - FROM
85141c89-454c-4332-ac2a-5a045f33db04,09_views.sql,CREATE VIEW,N/A,analytics,executive_dashboard,analytics.executive_dashboard,CREATE TABLE,N/A,core,customers,core.customers,469,SELECT - FROM
85141c89-454c-4332-ac2a-5a045f33db04,09_views.sql,CREATE VIEW,N/A,analytics,executive_dashboard,analytics.executive_dashboard,CREATE TABLE,N/A,loans,loans,loans.loans,472,SELECT - FROM
85141c89-454c-4332-ac2a-5a045f33db04,09_views.sql,CREATE VIEW,N/A,analytics,executive_dashboard,analytics.executive_dashboard,CREATE TABLE,N/A,risk,risk_measurements,risk.risk_measurements,478,SELECT - FROM
85141c89-454c-4332-ac2a-5a045f33db04,09_views.sql,CREATE VIEW,N/A,analytics,executive_dashboard,analytics.executive_dashboard,CREATE TABLE,N/A,loans,loan_provisions,loans.loan_provisions,480,SELECT - FROM
85141c89-454c-4332-ac2a-5a045f33db04,09_views.sql,CREATE VIEW,N/A,analytics,executive_dashboard,analytics.executive_dashboard,CREATE TABLE,N/A,risk,risk_limit_breaches,risk.risk_limit_breaches,482,SELECT - FROM
85141c89-454c-4332-ac2a-5a045f33db04,09_views.sql,CREATE VIEW,N/A,analytics,executive_dashboard,analytics.executive_dashboard,CREATE TABLE,N/A,compliance,aml_alerts,compliance.aml_alerts,484,SELECT - FROM
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_customers_customer_number,public.idx_customers_customer_number,CREATE TABLE,N/A,core,customers,core.customers,9,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_customers_email,public.idx_customers_email,CREATE TABLE,N/A,core,customers,core.customers,10,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_customers_ssn_hash,public.idx_customers_ssn_hash,CREATE TABLE,N/A,core,customers,core.customers,11,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_customers_status_type,public.idx_customers_status_type,CREATE TABLE,N/A,core,customers,core.customers,12,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_customers_created_date,public.idx_customers_created_date,CREATE TABLE,N/A,core,customers,core.customers,13,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_customers_kyc_status,public.idx_customers_kyc_status,CREATE TABLE,N/A,core,customers,core.customers,14,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_accounts_customer_id,public.idx_accounts_customer_id,CREATE TABLE,N/A,core,accounts,core.accounts,17,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_accounts_account_number,public.idx_accounts_account_number,CREATE TABLE,N/A,core,accounts,core.accounts,18,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_accounts_branch_id,public.idx_accounts_branch_id,CREATE TABLE,N/A,core,accounts,core.accounts,19,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_accounts_status_type,public.idx_accounts_status_type,CREATE TABLE,N/A,core,accounts,core.accounts,20,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_accounts_opening_date,public.idx_accounts_opening_date,CREATE TABLE,N/A,core,accounts,core.accounts,21,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_accounts_balance,public.idx_accounts_balance,CREATE TABLE,N/A,core,accounts,core.accounts,22,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_accounts_currency,public.idx_accounts_currency,CREATE TABLE,N/A,core,accounts,core.accounts,23,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_transactions_account_id_date,public.idx_transactions_account_id_date,CREATE TABLE,N/A,core,transactions,core.transactions,26,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_transactions_date_amount,public.idx_transactions_date_amount,CREATE TABLE,N/A,core,transactions,core.transactions,27,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_transactions_reference,public.idx_transactions_reference,CREATE TABLE,N/A,core,transactions,core.transactions,28,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_transactions_type_status,public.idx_transactions_type_status,CREATE TABLE,N/A,core,transactions,core.transactions,29,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_transactions_channel,public.idx_transactions_channel,CREATE TABLE,N/A,core,transactions,core.transactions,30,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_transactions_counterparty,public.idx_transactions_counterparty,CREATE TABLE,N/A,core,transactions,core.transactions,31,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_gl_accounts_code,public.idx_gl_accounts_code,CREATE TABLE,N/A,core,gl_accounts,core.gl_accounts,34,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_gl_accounts_type,public.idx_gl_accounts_type,CREATE TABLE,N/A,core,gl_accounts,core.gl_accounts,35,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_gl_accounts_parent,public.idx_gl_accounts_parent,CREATE TABLE,N/A,core,gl_accounts,core.gl_accounts,36,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_gl_transactions_date,public.idx_gl_transactions_date,CREATE TABLE,N/A,core,gl_transactions,core.gl_transactions,39,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_gl_transactions_status,public.idx_gl_transactions_status,CREATE TABLE,N/A,core,gl_transactions,core.gl_transactions,40,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_gl_transaction_details_gl_account,public.idx_gl_transaction_details_gl_account,CREATE TABLE,N/A,core,gl_transaction_details,core.gl_transaction_details,41,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_gl_transaction_details_gl_txn,public.idx_gl_transaction_details_gl_txn,CREATE TABLE,N/A,core,gl_transaction_details,core.gl_transaction_details,42,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_branches_code,public.idx_branches_code,CREATE TABLE,N/A,core,branches,core.branches,45,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_branches_city,public.idx_branches_city,CREATE TABLE,N/A,core,branches,core.branches,46,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_customer_addresses_customer,public.idx_customer_addresses_customer,CREATE TABLE,N/A,core,customer_addresses,core.customer_addresses,47,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_cities_state,public.idx_cities_state,CREATE TABLE,N/A,core,cities,core.cities,48,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_states_country,public.idx_states_country,CREATE TABLE,N/A,core,states,core.states,49,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_employees_number,public.idx_employees_number,CREATE TABLE,N/A,core,employees,core.employees,52,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_employees_branch,public.idx_employees_branch,CREATE TABLE,N/A,core,employees,core.employees,53,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_employees_manager,public.idx_employees_manager,CREATE TABLE,N/A,core,employees,core.employees,54,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_employees_active,public.idx_employees_active,CREATE TABLE,N/A,core,employees,core.employees,55,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_applications_customer,public.idx_loan_applications_customer,CREATE TABLE,N/A,loans,loan_applications,loans.loan_applications,59,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_applications_product,public.idx_loan_applications_product,CREATE TABLE,N/A,loans,loan_applications,loans.loan_applications,60,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_applications_date,public.idx_loan_applications_date,CREATE TABLE,N/A,loans,loan_applications,loans.loan_applications,61,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_applications_status,public.idx_loan_applications_status,CREATE TABLE,N/A,loans,loan_applications,loans.loan_applications,62,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_applications_number,public.idx_loan_applications_number,CREATE TABLE,N/A,loans,loan_applications,loans.loan_applications,63,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loans_customer_id,public.idx_loans_customer_id,CREATE TABLE,N/A,loans,loans,loans.loans,66,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loans_loan_number,public.idx_loans_loan_number,CREATE TABLE,N/A,loans,loans,loans.loans,67,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loans_product_id,public.idx_loans_product_id,CREATE TABLE,N/A,loans,loans,loans.loans,68,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loans_status,public.idx_loans_status,CREATE TABLE,N/A,loans,loans,loans.loans,69,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loans_delinquency,public.idx_loans_delinquency,CREATE TABLE,N/A,loans,loans,loans.loans,70,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loans_next_payment,public.idx_loans_next_payment,CREATE TABLE,N/A,loans,loans,loans.loans,71,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loans_maturity,public.idx_loans_maturity,CREATE TABLE,N/A,loans,loans,loans.loans,72,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loans_officer,public.idx_loans_officer,CREATE TABLE,N/A,loans,loans,loans.loans,73,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_payments_loan_id,public.idx_loan_payments_loan_id,CREATE TABLE,N/A,loans,loan_payments,loans.loan_payments,76,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_payments_date,public.idx_loan_payments_date,CREATE TABLE,N/A,loans,loan_payments,loans.loan_payments,77,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_payments_status,public.idx_loan_payments_status,CREATE TABLE,N/A,loans,loan_payments,loans.loan_payments,78,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_schedules_loan_due,public.idx_loan_schedules_loan_due,CREATE TABLE,N/A,loans,loan_schedules,loans.loan_schedules,81,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_schedules_status,public.idx_loan_schedules_status,CREATE TABLE,N/A,loans,loan_schedules,loans.loan_schedules,82,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_credit_scores_customer,public.idx_credit_scores_customer,CREATE TABLE,N/A,loans,credit_scores,loans.credit_scores,85,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_credit_scores_application,public.idx_credit_scores_application,CREATE TABLE,N/A,loans,credit_scores,loans.credit_scores,86,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_credit_scores_date,public.idx_credit_scores_date,CREATE TABLE,N/A,loans,credit_scores,loans.credit_scores,87,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_credit_scores_latest,public.idx_credit_scores_latest,CREATE TABLE,N/A,loans,credit_scores,loans.credit_scores,88,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_collateral_loan,public.idx_loan_collateral_loan,CREATE TABLE,N/A,loans,loan_collateral,loans.loan_collateral,91,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_collateral_type,public.idx_loan_collateral_type,CREATE TABLE,N/A,loans,loan_collateral,loans.loan_collateral,92,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_loan_collateral_status,public.idx_loan_collateral_status,CREATE TABLE,N/A,loans,loan_collateral,loans.loan_collateral,93,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_securities_symbol_exchange,public.idx_securities_symbol_exchange,CREATE TABLE,N/A,trading,securities,trading.securities,97,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_securities_type,public.idx_securities_type,CREATE TABLE,N/A,trading,securities,trading.securities,98,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_securities_isin,public.idx_securities_isin,CREATE TABLE,N/A,trading,securities,trading.securities,99,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_securities_cusip,public.idx_securities_cusip,CREATE TABLE,N/A,trading,securities,trading.securities,100,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_securities_active,public.idx_securities_active,CREATE TABLE,N/A,trading,securities,trading.securities,101,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_market_data_security_date,public.idx_market_data_security_date,CREATE TABLE,N/A,trading,market_data,trading.market_data,104,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_real_time_quotes_security,public.idx_real_time_quotes_security,CREATE TABLE,N/A,trading,real_time_quotes,trading.real_time_quotes,105,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_real_time_quotes_timestamp,public.idx_real_time_quotes_timestamp,CREATE TABLE,N/A,trading,real_time_quotes,trading.real_time_quotes,106,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_portfolios_customer,public.idx_portfolios_customer,CREATE TABLE,N/A,trading,portfolios,trading.portfolios,109,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_portfolios_account,public.idx_portfolios_account,CREATE TABLE,N/A,trading,portfolios,trading.portfolios,110,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_portfolios_manager,public.idx_portfolios_manager,CREATE TABLE,N/A,trading,portfolios,trading.portfolios,111,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_portfolios_active,public.idx_portfolios_active,CREATE TABLE,N/A,trading,portfolios,trading.portfolios,112,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_holdings_portfolio_security,public.idx_holdings_portfolio_security,CREATE TABLE,N/A,trading,holdings,trading.holdings,115,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_holdings_portfolio,public.idx_holdings_portfolio,CREATE TABLE,N/A,trading,holdings,trading.holdings,116,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_holdings_security,public.idx_holdings_security,CREATE TABLE,N/A,trading,holdings,trading.holdings,117,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_orders_portfolio,public.idx_orders_portfolio,CREATE TABLE,N/A,trading,orders,trading.orders,120,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_orders_security,public.idx_orders_security,CREATE TABLE,N/A,trading,orders,trading.orders,121,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_orders_status,public.idx_orders_status,CREATE TABLE,N/A,trading,orders,trading.orders,122,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_orders_date,public.idx_orders_date,CREATE TABLE,N/A,trading,orders,trading.orders,123,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_orders_side_status,public.idx_orders_side_status,CREATE TABLE,N/A,trading,orders,trading.orders,124,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_trades_portfolio,public.idx_trades_portfolio,CREATE TABLE,N/A,trading,trades,trading.trades,127,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_trades_security,public.idx_trades_security,CREATE TABLE,N/A,trading,trades,trading.trades,128,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_trades_date,public.idx_trades_date,CREATE TABLE,N/A,trading,trades,trading.trades,129,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_trades_settlement,public.idx_trades_settlement,CREATE TABLE,N/A,trading,trades,trading.trades,130,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_trades_trader,public.idx_trades_trader,CREATE TABLE,N/A,trading,trades,trading.trades,131,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_order_executions_order,public.idx_order_executions_order,CREATE TABLE,N/A,trading,order_executions,trading.order_executions,134,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_order_executions_time,public.idx_order_executions_time,CREATE TABLE,N/A,trading,order_executions,trading.order_executions,135,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_measurements_entity,public.idx_risk_measurements_entity,CREATE TABLE,N/A,risk,risk_measurements,risk.risk_measurements,139,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_measurements_factor,public.idx_risk_measurements_factor,CREATE TABLE,N/A,risk,risk_measurements,risk.risk_measurements,140,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_measurements_date,public.idx_risk_measurements_date,CREATE TABLE,N/A,risk,risk_measurements,risk.risk_measurements,141,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_measurements_model,public.idx_risk_measurements_model,CREATE TABLE,N/A,risk,risk_measurements,risk.risk_measurements,142,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_limits_entity,public.idx_risk_limits_entity,CREATE TABLE,N/A,risk,risk_limits,risk.risk_limits,145,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_limits_factor,public.idx_risk_limits_factor,CREATE TABLE,N/A,risk,risk_limits,risk.risk_limits,146,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_limits_active,public.idx_risk_limits_active,CREATE TABLE,N/A,risk,risk_limits,risk.risk_limits,147,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_limit_breaches_limit,public.idx_risk_limit_breaches_limit,CREATE TABLE,N/A,risk,risk_limit_breaches,risk.risk_limit_breaches,150,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_limit_breaches_date,public.idx_risk_limit_breaches_date,CREATE TABLE,N/A,risk,risk_limit_breaches,risk.risk_limit_breaches,151,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_limit_breaches_status,public.idx_risk_limit_breaches_status,CREATE TABLE,N/A,risk,risk_limit_breaches,risk.risk_limit_breaches,152,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_risk_limit_breaches_severity,public.idx_risk_limit_breaches_severity,CREATE TABLE,N/A,risk,risk_limit_breaches,risk.risk_limit_breaches,153,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_credit_ratings_entity,public.idx_credit_ratings_entity,CREATE TABLE,N/A,risk,credit_ratings,risk.credit_ratings,156,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_credit_ratings_agency,public.idx_credit_ratings_agency,CREATE TABLE,N/A,risk,credit_ratings,risk.credit_ratings,157,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_credit_ratings_date,public.idx_credit_ratings_date,CREATE TABLE,N/A,risk,credit_ratings,risk.credit_ratings,158,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_credit_ratings_active,public.idx_credit_ratings_active,CREATE TABLE,N/A,risk,credit_ratings,risk.credit_ratings,159,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_stress_test_results_scenario,public.idx_stress_test_results_scenario,CREATE TABLE,N/A,risk,stress_test_results,risk.stress_test_results,162,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_stress_test_results_portfolio,public.idx_stress_test_results_portfolio,CREATE TABLE,N/A,risk,stress_test_results,risk.stress_test_results,163,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_stress_test_results_date,public.idx_stress_test_results_date,CREATE TABLE,N/A,risk,stress_test_results,risk.stress_test_results,164,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_aml_alerts_customer,public.idx_aml_alerts_customer,CREATE TABLE,N/A,compliance,aml_alerts,compliance.aml_alerts,168,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_aml_alerts_account,public.idx_aml_alerts_account,CREATE TABLE,N/A,compliance,aml_alerts,compliance.aml_alerts,169,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_aml_alerts_transaction,public.idx_aml_alerts_transaction,CREATE TABLE,N/A,compliance,aml_alerts,compliance.aml_alerts,170,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_aml_alerts_type_priority,public.idx_aml_alerts_type_priority,CREATE TABLE,N/A,compliance,aml_alerts,compliance.aml_alerts,171,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_aml_alerts_status,public.idx_aml_alerts_status,CREATE TABLE,N/A,compliance,aml_alerts,compliance.aml_alerts,172,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_aml_alerts_date,public.idx_aml_alerts_date,CREATE TABLE,N/A,compliance,aml_alerts,compliance.aml_alerts,173,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_aml_alerts_assigned,public.idx_aml_alerts_assigned,CREATE TABLE,N/A,compliance,aml_alerts,compliance.aml_alerts,174,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_kyc_documents_customer,public.idx_kyc_documents_customer,CREATE TABLE,N/A,compliance,kyc_documents,compliance.kyc_documents,177,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_kyc_documents_type,public.idx_kyc_documents_type,CREATE TABLE,N/A,compliance,kyc_documents,compliance.kyc_documents,178,INDEX
85141c89-454c-4332-ac2a-5a045f33db04,10_indexes_constraints.sql,CREATE INDEX,N/A,public,idx_kyc_documents_status,public.idx_kyc_documents_status,CREATE TABLE,N/A,compliance,kyc_documents,compliance.kyc_documents,179,INDEX
